8000.000000 1.1634102785E+00 2.1806725500E+04
7999.000000 1.1634102631E+00 2.1804000000E+04
7998.000000 1.1634102476E+00 2.1801274500E+04
7997.000000 1.1634102321E+00 2.1798549000E+04
7996.000000 1.1634102165E+00 2.1795823500E+04
7995.000000 1.1634102009E+00 2.1793098000E+04
7994.000000 1.1634101852E+00 2.1790372500E+04
7993.000000 1.1634101694E+00 2.1787647000E+04
7992.000000 1.1634101536E+00 2.1784921500E+04
7991.000000 1.1634101377E+00 2.1782196000E+04
7990.000000 1.1634101218E+00 2.1779470500E+04
7989.000000 1.1634101058E+00 2.1776745000E+04
7988.000000 1.1634100898E+00 2.1774019500E+04
7987.000000 1.1634100737E+00 2.1771294000E+04
7986.000000 1.1634100575E+00 2.1768568500E+04
7985.000000 1.1634100413E+00 2.1765843000E+04
7984.000000 1.1634100250E+00 2.1763117500E+04
7983.000000 1.1634100086E+00 2.1760392000E+04
7982.000000 1.1634099922E+00 2.1757666500E+04
7981.000000 1.1634099758E+00 2.1754941000E+04
7980.000000 1.1634099592E+00 2.1752215500E+04
7979.000000 1.1634099427E+00 2.1749490000E+04
7978.000000 1.1634099260E+00 2.1746764500E+04
7977.000000 1.1634099093E+00 2.1744039000E+04
7976.000000 1.1634098925E+00 2.1741313500E+04
7975.000000 1.1634098757E+00 2.1738588000E+04
7974.000000 1.1634098588E+00 2.1735862500E+04
7973.000000 1.1634098418E+00 2.1733137000E+04
7972.000000 1.1634098248E+00 2.1730411500E+04
7971.000000 1.1634098077E+00 2.1727686000E+04
7970.000000 1.1634097906E+00 2.1724960500E+04
7969.000000 1.1634097733E+00 2.1722235000E+04
7968.000000 1.1634097561E+00 2.1719509500E+04
7967.000000 1.1634097387E+00 2.1716784000E+04
7966.000000 1.1634097213E+00 2.1714058500E+04
7965.000000 1.1634097038E+00 2.1711333000E+04
7964.000000 1.1634096863E+00 2.1708607500E+04
7963.000000 1.1634096687E+00 2.1705882000E+04
7962.000000 1.1634096510E+00 2.1703156500E+04
7961.000000 1.1634096333E+00 2.1700431000E+04
7960.000000 1.1634096155E+00 2.1697705500E+04
7959.000000 1.1634095976E+00 2.1694980000E+04
7958.000000 1.1634095797E+00 2.1692254500E+04
7957.000000 1.1634095617E+00 2.1689529000E+04
